,text_id,source_tokens,target_tokens,labels
1087,AAEC_220,"When in dilemma, the parents can comfort him and give him a big hand","taking advice from parents, the young adult can go through obstacles easily",support
1088,AAEC_220,the young adult needs father and mother's suggestions,"taking advice from parents, the young adult can go through obstacles easily",support
1089,AAEC_220,"living with parents longer brings about memories with parents, less cost, and advice from parents",staying with the parents for longer time does more benefits than disadvantages to the young adult,support
1090,AAEC_220,"living with parents longer brings about memories with parents, less cost, and advice from parents",staying longer with parents is a better choice,support
1091,AAEC_220,undergoing with parents is worthwhile,staying with the parents for longer time does more benefits than disadvantages to the young adult,support
1092,AAEC_220,undergoing with parents is worthwhile,staying longer with parents is a better choice,support
1093,AAEC_220,"taking advice from parents, the young adult can go through obstacles easily",staying with the parents for longer time does more benefits than disadvantages to the young adult,support
1094,AAEC_220,"taking advice from parents, the young adult can go through obstacles easily",staying longer with parents is a better choice,support
1095,AAEC_220,"the parents can save money, if their children live with them longer",staying with the parents for longer time does more benefits than disadvantages to the young adult,support
1096,AAEC_220,"the parents can save money, if their children live with them longer",staying longer with parents is a better choice,support
1097,AAEC_221,it has diverse species of animals,researchers need the zoo to pick up some examples of animals for their researches,support
1098,AAEC_221,the zoo is the important place for innate learning,the zoo gives humans new knowledge,support
1099,AAEC_221,The zoo also let students have a chance to learning biology practically,the zoo gives humans new knowledge,support
1100,AAEC_221,They are able to observe animals' behaviors and features,the zoo gives humans new knowledge,support
1101,AAEC_221,practical learning help students relax from a boring lecture class,the zoo gives humans new knowledge,support
1102,AAEC_221,researchers need the zoo to pick up some examples of animals for their researches,the zoo gives humans new knowledge,support
1103,AAEC_221,"In the zoo, there is not so harmful as a forest",the zoo preserves a large number of rare animals and provides them safe habitats,support
1104,AAEC_221,"They, fed by zookeepers, do not need to find food themselves",the zoo preserves a large number of rare animals and provides them safe habitats,support
1105,AAEC_221,we can do artificial insemenation to maintain nearly extinct wildlife,the zoo preserves a large number of rare animals and provides them safe habitats,support
1106,AAEC_221,"because of all weird, acute, and beautiful animals in the zoo, it can be a great tourist attraction",It benefits to a certain country,support
1107,AAEC_221,There are a lot of tourists who seek to see those animals closely,It benefits to a certain country,support
1108,AAEC_221,"If the zoo has a large number of both national and foreign tourists, it will receive a great deal of money",It benefits to a certain country,support
1109,AAEC_221,"That also make money flow, and then economics become better",It benefits to a certain country,support
1110,AAEC_221,It is very crucial for learning,the zoo is invaluable for human beings,support
1111,AAEC_221,It is very crucial for learning,the zoo is so useful for the earth,support
1112,AAEC_221,It helps animals out of extinction,the zoo is invaluable for human beings,support
1113,AAEC_221,It helps animals out of extinction,the zoo is so useful for the earth,support
1114,AAEC_221,it is a interesting travel location,the zoo is invaluable for human beings,support
1115,AAEC_221,it is a interesting travel location,the zoo is so useful for the earth,support
1116,AAEC_221,the zoo gives humans new knowledge,the zoo is invaluable for human beings,support
1117,AAEC_221,the zoo gives humans new knowledge,the zoo is so useful for the earth,support
1118,AAEC_221,the zoo preserves a large number of rare animals and provides them safe habitats,the zoo is invaluable for human beings,support
1119,AAEC_221,the zoo preserves a large number of rare animals and provides them safe habitats,the zoo is so useful for the earth,support
1120,AAEC_221,It benefits to a certain country,the zoo is invaluable for human beings,support
1121,AAEC_221,It benefits to a certain country,the zoo is so useful for the earth,support
1122,AAEC_221,"the zoo not only saves animals in danger of extinction, but also helps people around the world have better lives",the zoo is invaluable for human beings,support
1123,AAEC_221,"the zoo not only saves animals in danger of extinction, but also helps people around the world have better lives",the zoo is so useful for the earth,support
1124,AAEC_227,the essential challenge of humanity in the future would be the discovery of a new place for the living,Many governments believe that space exploration is an activity that wastes the budget,attack
1125,AAEC_227,Many governments believe that space exploration is an activity that wastes the budget,it is very significant to find a new place for living in other planets,attack
1126,AAEC_227,"In 20th century, although human being succeeded to achieve out of space by means of new technologies such as rockets, but finding a new place for living in another planet is impossible until now",it is very significant to find a new place for living in other planets,support
1127,AAEC_227,"In during history, our planet is threatening by many of other planets or stars and it is an enormous danger for living of humanity",it is very significant to find a new place for living in other planets,support
1128,AAEC_227,"In the past, the space race happened between the United Stated and the Soviet Union",space exploration will use as a military power for many countries,support
1129,AAEC_227,"In the future, many countries will try to prevent attach of other countries by using and invention new missiles",space exploration will use as a military power for many countries,support
1130,AAEC_227,Both countries tried to send man to the moon and show their power to each other,space exploration will use as a military power for many countries,support
1131,AAEC_227,Space exploration has used as a tools for military power in the cold war,space exploration will use as a military power for many countries,support
1132,AAEC_227,it may helps to save civilization of humanity,spending the budget for space exploration is an important activity to save living of humanity in the future,support
1133,AAEC_227,it may helps to save civilization of humanity,spending budget for space exploring is not the waste budget,support
1134,AAEC_227,it is very significant to find a new place for living in other planets,spending the budget for space exploration is an important activity to save living of humanity in the future,support
1135,AAEC_227,it is very significant to find a new place for living in other planets,spending budget for space exploring is not the waste budget,support
1136,AAEC_227,space exploration will use as a military power for many countries,spending the budget for space exploration is an important activity to save living of humanity in the future,attack
1137,AAEC_227,space exploration will use as a military power for many countries,spending budget for space exploring is not the waste budget,attack
1138,AAEC_229,my friend Lee made a mistake that he broke my precious gift,mistake is more forgettable than friendship,support
1139,AAEC_229,"I forgot about it just after two days, and I felt at peace with him",mistake is more forgettable than friendship,support
1140,AAEC_229,"If someone remembers mistake, he or she has a closed mind",mistake is more forgettable than friendship,support
1141,AAEC_229,a mistake does not last for a long time but a friendship lasts forever,mistake is more forgettable than friendship,support
1142,AAEC_229,Anybody does not remember mistakes,mistake is more forgettable than friendship,support
1143,AAEC_229,mistakes will be forgotten quickly,mistake is more forgettable than friendship,support
1144,AAEC_229,a friend is a gift of our life,"when the mistake friend made was not a big problem, we need to understand friend and forgive it",support
1145,AAEC_229,"if you end a friendship whenever your friend makes a mistake, there will be no friends around you",Everybody makes mistake,support
1146,AAEC_229,"if a friend makes very a big mistake, we will need to end a friendship","if you end a friendship whenever your friend makes a mistake, there will be no friends around you",attack
1147,AAEC_229,"when the mistake friend made was not a big problem, we need to understand friend and forgive it",Everybody makes mistake,support
1148,AAEC_229,"According to a research, 85% of people answered that a best gift is a friend",Everybody makes mistake,support
1149,AAEC_229,mistake is terrible,friendship is more important than mistake by a friend,attack
1150,AAEC_229,mistake is terrible,a mistake can not brake friendship if it is not a big,attack
1151,AAEC_229,mistake is more forgettable than friendship,friendship is more important than mistake by a friend,support
1152,AAEC_229,mistake is more forgettable than friendship,a mistake can not brake friendship if it is not a big,support
1153,AAEC_229,Everybody makes mistake,friendship is more important than mistake by a friend,support
1154,AAEC_229,Everybody makes mistake,a mistake can not brake friendship if it is not a big,support
1155,AAEC_229,friendship is forever and gift our life,friendship is more important than mistake by a friend,support
1156,AAEC_229,friendship is forever and gift our life,a mistake can not brake friendship if it is not a big,support
1157,AAEC_234,if the teacher would know the level of each student he would fairly share his time to all of them,standardized tests are required over those who don’t,support
1158,AAEC_234,in this case teachers can compare the level of knowledge of different students,requirement to take standardized tests is the right choice,support
1159,AAEC_234,"In any class there will be students who will show low academic performance, so teachers could work with them more intensively",requirement to take standardized tests is the right choice,support
1160,AAEC_234,standardized tests are required over those who don’t,requirement to take standardized tests is the right choice,support
1161,AAEC_234,some students may get used to simply rewriting solved problems from the blackboard,they will never try to solve problems on their own,support
1162,AAEC_234,they will never try to solve problems on their own,standardized tests can be good chance for students to apply their knowledge on practice,support
1163,AAEC_234,standardized tests can be good chance for students to apply their knowledge on practice,"schools should require students to take standardized tests, as long as this option helps to both sides",support
1164,AAEC_234,standardized tests offer them such chance,"schools should require students to take standardized tests, as long as this option helps to both sides",support
1165,AAEC_234,they help teachers to fairly grade the students,standardized tests are preferable,support
1166,AAEC_234,"some students are not so active on the lessons, cause they are already familiar with the issue",exams could be the only way for teachers to see the real abilities of those students,support
1167,AAEC_234,exams could be the only way for teachers to see the real abilities of those students,standardized tests are preferable,support
1168,AAEC_234,many teachers rely only on the exam results while grading the class,the usage of standardized tests is the superior option for them,support
1169,AAEC_234,the usage of standardized tests is the superior option for them,standardized tests are preferable,support
1170,AAEC_234,these schools can qualitatively check if they are giving an appropriate education to their students,standardized tests are valuable option for educational system as long as it would help teachers to know if the students are really getting knowledge,support
1171,AAEC_234,these schools can qualitatively check if they are giving an appropriate education to their students,schools which obligate their students to take standardized tests are right,support
1172,AAEC_234,standardized tests are preferable,standardized tests are valuable option for educational system as long as it would help teachers to know if the students are really getting knowledge,support
1173,AAEC_234,standardized tests are preferable,schools which obligate their students to take standardized tests are right,support
1174,AAEC_234,"schools should require students to take standardized tests, as long as this option helps to both sides",standardized tests are valuable option for educational system as long as it would help teachers to know if the students are really getting knowledge,support
1175,AAEC_234,"schools should require students to take standardized tests, as long as this option helps to both sides",schools which obligate their students to take standardized tests are right,support
1176,AAEC_234,requirement to take standardized tests is the right choice,standardized tests are valuable option for educational system as long as it would help teachers to know if the students are really getting knowledge,support
1177,AAEC_234,requirement to take standardized tests is the right choice,schools which obligate their students to take standardized tests are right,support
1178,AAEC_240,People who have such nice spirit usually know how to find the true love in their life instead of being seduced by greed as to lose themselves in the end,experiences of difficulties teach them how to keep a nice mood and have confidence all the time,support
1179,AAEC_240,"hardship makes people realize how to cherish and compliment the common but wonderful little things happened in their life such as, a shining weather, a delicious breakfast and etc",experiences of difficulties teach them how to keep a nice mood and have confidence all the time,support
1180,AAEC_240,they already have such experiences of overcoming some difficulties,they are conscious of what to do and how to do when fierce crisis happens,support
1181,AAEC_240,they are conscious of what to do and how to do when fierce crisis happens,people who experienced lots of difficulties will be calmer when they are in troubles,support
1182,AAEC_240,they are aware of how to lead people to reach success despite what kind of difficulties are getting in their way,Those people are more likely to achieve their ambitions in their career,support
1183,AAEC_240,Those people are more likely to achieve their ambitions in their career,people who experienced lots of difficulties will be calmer when they are in troubles,support
1184,AAEC_240,experiences of difficulties teach them how to keep a nice mood and have confidence all the time,some tough experiences people met before will be helpful in their life path,support
1185,AAEC_240,experiences of difficulties teach them how to keep a nice mood and have confidence all the time,most tough experiences in people's life path will be a priceless treasure to them,support
1186,AAEC_240,people who experienced lots of difficulties will be calmer when they are in troubles,some tough experiences people met before will be helpful in their life path,support
1187,AAEC_240,people who experienced lots of difficulties will be calmer when they are in troubles,most tough experiences in people's life path will be a priceless treasure to them,support
1188,AAEC_241,the schools and the universities have well equipped classes and the famous professors would like to work in such places,in the city there is much better education system,support
1189,AAEC_241,"There are not only more jobs, but they are also well-paid",city provides more work opportunities than the countryside,support
1190,AAEC_241,incomes are higher,living in a city is more expensive,attack
1191,AAEC_241,living in a city is more expensive,city provides more work opportunities than the countryside,attack
1192,AAEC_241,"Meeting and knowing new people's tradition is an unforgettable experience, which could influence on one's previous habits","in the urban areas there are also more citizens what means, that the culture diversity is huge",support
1193,AAEC_241,The buses and trains are more frequent than in the countryside,the city provides better communication,support
1194,AAEC_241,the city has well-organised lines of transport,the city provides better communication,support
1195,AAEC_241,peaceful and close to the nature areas could help to avoid worries and sadness,"in the countryside there are many places to rest, because of its location",support
1196,AAEC_241,in the city there is much better education system,life in a city is much better than life in the countryside,support
1197,AAEC_241,in the city there is much better education system,living in the city is much better nowadays,support
1198,AAEC_241,city provides more work opportunities than the countryside,life in a city is much better than life in the countryside,support
1199,AAEC_241,city provides more work opportunities than the countryside,living in the city is much better nowadays,support
1200,AAEC_241,"in the urban areas there are also more citizens what means, that the culture diversity is huge",life in a city is much better than life in the countryside,support
1201,AAEC_241,"in the urban areas there are also more citizens what means, that the culture diversity is huge",living in the city is much better nowadays,support
1202,AAEC_241,"in the countryside there are many places to rest, because of its location",life in a city is much better than life in the countryside,attack
1203,AAEC_241,"in the countryside there are many places to rest, because of its location",living in the city is much better nowadays,attack
1204,AAEC_241,the city provides better communication,life in a city is much better than life in the countryside,support
1205,AAEC_241,the city provides better communication,living in the city is much better nowadays,support
1206,AAEC_243,"If the address is wrong, then you will know right away",We will never have to worry if our mails will be sent to the right address,support
1207,AAEC_243,"if you are in Vietnam and another person is in the US - half of the Earth, no matter how far it is, you can keep contact",You can talk to others from thousands mile,support
1208,AAEC_243,You can talk to others from thousands mile,e-mail has been a great way of communication,support
1209,AAEC_243,We will never have to worry if our mails will be sent to the right address,e-mail has been a great way of communication,support
1210,AAEC_243,e-mail doesn't take too much time: just a click,e-mail has been a great way of communication,support
1211,AAEC_243,the face-to-face conversations make them feel stupid,writing e-mail helps people express honestly,support
1212,AAEC_243,e-mail will be a good tool to help me speak out,writing e-mail helps people express honestly,support
1213,AAEC_243,"Sometimes, their ideas are not expressed as exactly as they expect",the face-to-face conversations make them feel stupid,support
1214,AAEC_243,"I want to talk to my friend about a ticklish problem like her behavior, it's hard for me to face her and explain what she should do",e-mail will be a good tool to help me speak out,support
1215,AAEC_243,She will just read my e-mail instead of listening to my voice which can make her annoyed,e-mail will be a good tool to help me speak out,support
1216,AAEC_243,I don't have to worry about any other thing can make my opinion become unpersuasive,e-mail will be a good tool to help me speak out,support
1217,AAEC_243,every communication needs fluency,people can understand each other exactly and remember it for a long time,support
1218,AAEC_243,"when I face my parents, I can't speak out every idea and express consecutively",Voice email or face-to-face conversations sometimes make reserve people feel not very confident,support
1219,AAEC_243,"They may stop me, speak something against it and that makes me forget what I want to say",Voice email or face-to-face conversations sometimes make reserve people feel not very confident,support
1220,AAEC_243,Anyone can meet this problem once in any conversation,Voice email or face-to-face conversations sometimes make reserve people feel not very confident,support
1221,AAEC_243,Voice email or face-to-face conversations sometimes make reserve people feel not very confident,E-mail helps me arrange my idea perfectly and make it persuasive,support
1222,AAEC_243,people can understand each other exactly and remember it for a long time,E-mail helps me arrange my idea perfectly and make it persuasive,support
1223,AAEC_243,e-mail has been a great way of communication,"I prefer e-mail due to 3 reasons: convenience, honest expression and fluency in communicating",support
1224,AAEC_243,e-mail has been a great way of communication,e-mail is the greatest way for major people to use,support
1225,AAEC_243,E-mail helps me arrange my idea perfectly and make it persuasive,"I prefer e-mail due to 3 reasons: convenience, honest expression and fluency in communicating",support
1226,AAEC_243,E-mail helps me arrange my idea perfectly and make it persuasive,e-mail is the greatest way for major people to use,support
1227,AAEC_243,Its convenience saves our time,"I prefer e-mail due to 3 reasons: convenience, honest expression and fluency in communicating",support
1228,AAEC_243,Its convenience saves our time,e-mail is the greatest way for major people to use,support
1229,AAEC_243,writing e-mail helps people express honestly,"I prefer e-mail due to 3 reasons: convenience, honest expression and fluency in communicating",support
1230,AAEC_243,writing e-mail helps people express honestly,e-mail is the greatest way for major people to use,support
1231,AAEC_245,even shy people feel themselves more confident,In this case it is not so difficult to write an e-mail or to leave a voice mail,support
1232,AAEC_245,Many people have problems with calling a person that they are not acquainted with,communicating by e-mail is easy,support
1233,AAEC_245,In this case it is not so difficult to write an e-mail or to leave a voice mail,communicating by e-mail is easy,support
1234,AAEC_245,I work and study at the university and I don't have spare time during the day,you can write an e-mail at any time of the day,support
1235,AAEC_245,I get home at about midnight and I still need to answer some questions and to solve some routine problems,you can write an e-mail at any time of the day,support
1236,AAEC_245,I might not have time to call a person or to meet with him or her in an appropriate time,for me it is better to leave a voice mail,support
1237,AAEC_245,for me it is better to leave a voice mail,you can write an e-mail at any time of the day,support
1238,AAEC_245,you can change the word order or you can choose more appropriate style to sound more polite,when you write an e-mail you have enough time to think carefully about what you are writing and how it would be better to express yourself,support
1239,AAEC_245,When you speak face-to-face you are not as able to control every word as you are when you write an e-mail,when you write an e-mail you have enough time to think carefully about what you are writing and how it would be better to express yourself,support
1240,AAEC_245,You should not worry about interrupting an important conversation or some other business,there is no chance to disturb people by sending them an e-mail,support
1241,AAEC_245,communicating by e-mail is easy,communicating by e-mails or voice mails is better,support
1242,AAEC_245,communicating by e-mail is easy,I would prefer to answer it by means of internet or voice mail,support
1243,AAEC_245,you can write an e-mail at any time of the day,communicating by e-mails or voice mails is better,support
1244,AAEC_245,you can write an e-mail at any time of the day,I would prefer to answer it by means of internet or voice mail,support
1245,AAEC_245,when you write an e-mail you have enough time to think carefully about what you are writing and how it would be better to express yourself,communicating by e-mails or voice mails is better,support
1246,AAEC_245,when you write an e-mail you have enough time to think carefully about what you are writing and how it would be better to express yourself,I would prefer to answer it by means of internet or voice mail,support
1247,AAEC_245,there is no chance to disturb people by sending them an e-mail,communicating by e-mails or voice mails is better,support
1248,AAEC_245,there is no chance to disturb people by sending them an e-mail,I would prefer to answer it by means of internet or voice mail,support
1249,AAEC_252,"They are more abstract, requiring creativity and imagination to be enriched",Music and art are not like math or language which has more strict rules,support
1250,AAEC_252,they are given more freedom and their imagination has not yet been killed due to reality circumstances,Children are privileged to have these abilities,support
1251,AAEC_252,Children absorb things quickly and they bear exact the ability needed in music and art-imagination,it's very suitable for children to develop senses of music and art when they are young,support
1252,AAEC_252,Music and art are not like math or language which has more strict rules,it's very suitable for children to develop senses of music and art when they are young,support
1253,AAEC_252,Children are privileged to have these abilities,it's very suitable for children to develop senses of music and art when they are young,support
1254,AAEC_252,"Even if their performances are just some simple drawings and melodies, music and art still bring out children's joy of flying in imagination",it's very suitable for children to develop senses of music and art when they are young,support
1255,AAEC_252,They teach us how to appreciate beauty and express feelings in a creative way,"even if children are not going to be great musicians or artists, learning music and art is still worthy",support
1256,AAEC_252,music and art are life-long cultivation worthy of investing,"even if children are not going to be great musicians or artists, learning music and art is still worthy",support
1257,AAEC_252,They are essential to our spiritual life,"even if children are not going to be great musicians or artists, learning music and art is still worthy",support
1258,AAEC_252,it can nourish your temper and serve as a leisure,"even if children are not going to be great musicians or artists, learning music and art is still worthy",support
1259,AAEC_252,learning too many skills seems to be a burden for them,parents shouldn't put so much stress on children,support
1260,AAEC_252,it depends on how you value these learning activities to be like,parents shouldn't put so much stress on children,attack
1261,AAEC_252,"If parents push their 5 years old child to play piano 8 hours a day just like a professional performer, that might be too much",it depends on how you value these learning activities to be like,support
1262,AAEC_252,"In a child stage, music and art are more like an open door to introduce the art world than training area to acquire specific skills",it will not be such pressure on children,support
1263,AAEC_252,it will not be such pressure on children,parents shouldn't put so much stress on children,attack
1264,AAEC_252,they do contribute several merits to them,children should learn music and art in a young age,support
1265,AAEC_252,they do contribute several merits to them,young age is the perfect time for children to learn music and art,support
1266,AAEC_252,Music and art can accompany a spirit as long as they are given the chance to enter his/her life,children should learn music and art in a young age,support
1267,AAEC_252,Music and art can accompany a spirit as long as they are given the chance to enter his/her life,young age is the perfect time for children to learn music and art,support
1268,AAEC_252,"even if children are not going to be great musicians or artists, learning music and art is still worthy",children should learn music and art in a young age,support
1269,AAEC_252,"even if children are not going to be great musicians or artists, learning music and art is still worthy",young age is the perfect time for children to learn music and art,support
1270,AAEC_252,parents shouldn't put so much stress on children,children should learn music and art in a young age,attack
1271,AAEC_252,parents shouldn't put so much stress on children,young age is the perfect time for children to learn music and art,attack
1272,AAEC_252,it's very suitable for children to develop senses of music and art when they are young,children should learn music and art in a young age,support
1273,AAEC_252,it's very suitable for children to develop senses of music and art when they are young,young age is the perfect time for children to learn music and art,support
1274,AAEC_252,"they are indeed valuable to people not only in their young stage, but in every stage",children should learn music and art in a young age,support
1275,AAEC_252,"they are indeed valuable to people not only in their young stage, but in every stage",young age is the perfect time for children to learn music and art,support
1276,AAEC_255,I live in a city which always have a jam in the morning and doesn't have enough parking lots for the cars,with the stations increased people are willing to take a public transportation than drive on their own,support
1277,AAEC_255,with the stations increased people are willing to take a public transportation than drive on their own,it is much convenience to take a subway or a bus,support
1278,AAEC_255,the public transportation has improved,it is much convenience to take a subway or a bus,support
1279,AAEC_255,a driving car can make a lot of different pollutions to the world,"with the risen of the aware to the environment, people will think more about whether to drive on their own or not",support
1280,AAEC_255,"instead of driving each one's car, if we put forty people in a bus, it will solve the traffic jam by decrease the cars use and also reduce the air pollution for the city","with the risen of the aware to the environment, people will think more about whether to drive on their own or not",support
1281,AAEC_255,a public transportation can't meet every place,a personal car uses is in need,support
1282,AAEC_255,it may be true when you want to go to some countryside or some other inconvenience places,a personal car uses is in need,support
1283,AAEC_255,"It not only helps you to reduce the car use, but also good to your health","no matter you are going to somewhere for a trip or you just simply live in some suburbs and so on, it always have some other ways that you can do, you can ride a bike, or even walk on your feet",support
1284,AAEC_255,"no matter you are going to somewhere for a trip or you just simply live in some suburbs and so on, it always have some other ways that you can do, you can ride a bike, or even walk on your feet",a personal car uses is in need,support
1285,AAEC_255,this won't be a problem at all,a public transportation can't meet every place,attack
1286,AAEC_255,it is much convenience to take a subway or a bus,there will be a decrease in cars use in the future,support
1287,AAEC_255,it is much convenience to take a subway or a bus,the car use will definitely decrease in twenty years,support
1288,AAEC_255,"with the risen of the aware to the environment, people will think more about whether to drive on their own or not",there will be a decrease in cars use in the future,support
1289,AAEC_255,"with the risen of the aware to the environment, people will think more about whether to drive on their own or not",the car use will definitely decrease in twenty years,support
1290,AAEC_255,a personal car uses is in need,there will be a decrease in cars use in the future,attack
1291,AAEC_255,a personal car uses is in need,the car use will definitely decrease in twenty years,attack
1292,AAEC_259,They can either get help from colleges or discuss about the work together,"while working in the office, people can interact with their colleges instantly",support
1293,AAEC_259,"Think about the big project that a group is working on, if any group member has new idea about the project, he/she can assemble his/her colleges right away and discuss","while working in the office, people can interact with their colleges instantly",support
1294,AAEC_259,It's more efficient and straight-forward than talking in the phone,"while working in the office, people can interact with their colleges instantly",support
1295,AAEC_259,"if one’s computer or Internet has any breakdown, he/she can call the MIS staff to fix","while working in the office, people can interact with their colleges instantly",support
1296,AAEC_259,It's hard to concentrate on work if people can grab the TV remote or some junk foods right away,people are easily distracted while working at home,support
1297,AAEC_259,people are easily distracted while working at home,working at home has many disadvantages that will no doubt lower the efficiency of works,support
1298,AAEC_259,"while people are working at home, there will be no one supervising them, thus raises the chance of loafing",working at home has many disadvantages that will no doubt lower the efficiency of works,support
1299,AAEC_259,"people who work at home are more likely to miss the important events happening in the office, like some announcements from the boss",working at home has many disadvantages that will no doubt lower the efficiency of works,support
1300,AAEC_259,"while working in the office, people can interact with their colleges instantly",working at home is worse and less efficient than working in the office,support
1301,AAEC_259,"while working in the office, people can interact with their colleges instantly",working in the office is obviously better than working at home in terms of efficiency,support
1302,AAEC_259,working at home has many disadvantages that will no doubt lower the efficiency of works,working at home is worse and less efficient than working in the office,support
1303,AAEC_259,working at home has many disadvantages that will no doubt lower the efficiency of works,working in the office is obviously better than working at home in terms of efficiency,support
1304,AAEC_259,It not only has the advantage of working with colleges but also it provides a real working atmosphere that can never be grasped if people choose to work at home,working at home is worse and less efficient than working in the office,support
1305,AAEC_259,It not only has the advantage of working with colleges but also it provides a real working atmosphere that can never be grasped if people choose to work at home,working in the office is obviously better than working at home in terms of efficiency,support
1306,AAEC_265,"if someone wants to become a good industrial engineer, he should study his technical courses very well so that he will be able to utilize them well in his future job",studying hard in school is an important factor to succeed in a job,support
1307,AAEC_265,"If we study them hard, we will have the chance of doing our job better and quicker in the future",studying hard in school is an important factor to succeed in a job,support
1308,AAEC_265,"In school, we are able to identify skills required for our future job and work on mastering and learning them",studying hard in school is an important factor to succeed in a job,support
1309,AAEC_265,This can be done in school,studying hard in school is an important factor to succeed in a job,support
1310,AAEC_265,We need to know and learn about the theoritical basis of our future job,studying hard in school is an important factor to succeed in a job,support
1311,AAEC_265,"By relating well to people, we are likely to have a lot of friends",we will have a wide network of communication,support
1312,AAEC_265,we will have a wide network of communication,relating well to people is also another important factor,support
1313,AAEC_265,"if you need help with getting a job, by commuincating with people offering jobs whom you treat well","they respect you as well, you can achieve your goal",support
1314,AAEC_265,"they respect you as well, you can achieve your goal",relating well to people is also another important factor,support
1315,AAEC_265,"if you are a salesman in a store or any other place, by relating well to your customers, you will increase the chance of their coming back again and becoming your regular customers",relating well to people is also another important factor,support
1316,AAEC_265,One of the other factors for success in a future job is effective commuincation,relating well to people is also another important factor,support
1317,AAEC_265,Commuincation can bring many benefits,relating well to people is also another important factor,support
1318,AAEC_265,each of them has its own benefits,both the ability to relate well to people and studying hard in school are important for success in a future job,support
1319,AAEC_265,each of them has its own benefits,we should notice to both of them,support
1320,AAEC_265,studying hard in school is an important factor to succeed in a job,both the ability to relate well to people and studying hard in school are important for success in a future job,support
1321,AAEC_265,studying hard in school is an important factor to succeed in a job,we should notice to both of them,support
1322,AAEC_265,relating well to people is also another important factor,both the ability to relate well to people and studying hard in school are important for success in a future job,support
1323,AAEC_265,relating well to people is also another important factor,we should notice to both of them,support
1324,AAEC_266,The key to forming a healthy eating pattern lies in people's concept of wholesome diets and self-control,advertising is not entirely decisive on personal eating habit,support
1325,AAEC_266,"advertising always makes the products so tempting, regardless of whether they might bring negative effects on the human body",advertising is not entirely decisive on personal eating habit,attack
1326,AAEC_266,advertising is not the only information source for people,"advertising always makes the products so tempting, regardless of whether they might bring negative effects on the human body",support
1327,AAEC_266,"People can still acquire different viewpoints about foods from other sources, like news or magazines",advertising is not the only information source for people,support
1328,AAEC_266,"As long as people are clear about how to maintain a healthy body and they persistently keep track of their eating habits, they can successfully prevent themselves from those temptations",advertising is not entirely decisive on personal eating habit,support
1329,AAEC_266,It will be not persuasive if people just blame the advertising sector of a fast-food company for making them so fat and not reassess their own behaviors,advertising is not entirely decisive on personal eating habit,support
1330,AAEC_266,"in the era when people are becoming conscious of a healthier lifestyle, some companies are actually aiming at this rising trend and start to promote healthy foods",advertising may even bring healthier eating habits to the people,support
1331,AAEC_266,Think about the recently popular organic foods that are claimed to grow in an environment without pesticide and those crude foods in which less salt or less sugar are added,advertising may even bring healthier eating habits to the people,support
1332,AAEC_266,These are the main traits that advertising is hitting on and the overall results are good,advertising may even bring healthier eating habits to the people,support
1333,AAEC_266,the advertising industry bolsters people's awareness of having a healthy lifestyle,advertising may even bring healthier eating habits to the people,support
1334,AAEC_266,advertising might lead to healthier eating customs due to the growing awareness of living under a better lifestyle,the advertising is not the main cause of unhealthy eating habits,support
1335,AAEC_266,advertising might lead to healthier eating customs due to the growing awareness of living under a better lifestyle,advertising is not the primary reason of unhealthy eating habits,support
1336,AAEC_266,advertising is not entirely decisive on personal eating habit,the advertising is not the main cause of unhealthy eating habits,support
1337,AAEC_266,advertising is not entirely decisive on personal eating habit,advertising is not the primary reason of unhealthy eating habits,support
1338,AAEC_266,advertising may even bring healthier eating habits to the people,the advertising is not the main cause of unhealthy eating habits,support
1339,AAEC_266,advertising may even bring healthier eating habits to the people,advertising is not the primary reason of unhealthy eating habits,support
1340,AAEC_266,There are the build-up of the concept about healthy eating habits and self-control that really matter,the advertising is not the main cause of unhealthy eating habits,support
1341,AAEC_266,There are the build-up of the concept about healthy eating habits and self-control that really matter,advertising is not the primary reason of unhealthy eating habits,support
1342,AAEC_277,more information about facts would make students more familiar with the real life other that only their concepts,they would prepare to encounter their life out of school to solve their problems better,support
1343,AAEC_277,"when students learn facts more in school, they would be ready for facing problems in their own life after their graduations",they would prepare to encounter their life out of school to solve their problems better,support
1344,AAEC_277,They should understand objects more that concepts to obtain the ability of analyzing matters well,"if they deal more with facts, they can realize social situations effectively and so improve their social communication in everyday life",support
1345,AAEC_277,"if they deal more with facts, they can realize social situations effectively and so improve their social communication in everyday life",it would improve students' social behavior,support
1346,AAEC_277,"If students only rely on concepts and ideas theorically, they would not realize human's mind very well",it would improve students' social behavior,support
1347,AAEC_277,these way students are teached to control their fears and concerns in facing facts,"when a student understands a fact and its consequences, he or she can encounter it more confidently",support
1348,AAEC_277,concerns and anxieties are very destructive in everybody's life,"when a student understands a fact and its consequences, he or she can encounter it more confidently",support
1349,AAEC_277,It can prevent person to progress and thrive in every position,"when a student understands a fact and its consequences, he or she can encounter it more confidently",support
1350,AAEC_277,they would prepare to encounter their life out of school to solve their problems better,learning facts has more subsequent advantages for students' future lives,support
1351,AAEC_277,they would prepare to encounter their life out of school to solve their problems better,learning facts is more beneficial for students in both social and individual life,support
1352,AAEC_277,it would improve students' social behavior,learning facts has more subsequent advantages for students' future lives,support
