,text_id,component_tokens,labels
3516,AbstRCT_glaucoma_19092465,"Both fixed combinations were capable of significantly reducing the mean diurnal IOP, mean diurnal peak, and mean WDT peak after 8 weeks of treatment.",Claim
3517,AbstRCT_glaucoma_19092465,"After 8 weeks of treatment, mean WDT peaks were 20.94+/-3.76 mm Hg (P<0.001) and 20.98+/-4.19 (P<0.001), respectively.",Premise
3518,AbstRCT_glaucoma_12750084,"At the end of the 24-month follow-up, IOP of 21 mmHg or less and more than 6 mmHg was achieved in 76% in group 1 (n = 19) and in 80% in group 2 (n = 20; log-rank P = 0.60);",Premise
3519,AbstRCT_glaucoma_12750084,an IOP between 6 and 16 mmHg was obtained in 56% in group 1 (n = 14) and in 72% in group 2 (n = 18; log-rank P = 0.17; Kaplan-Meier cumulative probability of success).,Premise
3520,AbstRCT_glaucoma_12750084,"Complications of viscocanalostomy included one intraoperative conversion into trabeculectomy; microruptures in Descemet's membrane in five eyes; three cases of iris incarceration in the Decemet's window, two of which caused early failure of the procedure requiring reoperation; and a 1-mm to 2-mm transient self-resolving hyphema in three cases",Premise
3521,AbstRCT_glaucoma_12750084,"Complications of trabeculectomy included one case of postoperative bleb bleeding with early transient IOP spike; one early hyphema; five cases of postoperative hypotony, two of which had a positive Seidel test from the conjunctival suture; three cases of transient choroidal detachment, two of which had shallow anterior chamber.",Premise
3522,AbstRCT_glaucoma_12750084,No patient required reoperation.,Premise
3523,AbstRCT_glaucoma_12750084,"Two eyes required argon laser suture lysis, and nine underwent one or more 5-FU injections, which caused punctate keratopathy in three eyes.",Premise
3524,AbstRCT_glaucoma_12750084,Viscocanalostomy is an effective IOP-lowering procedure in white adults affected by open-angle glaucoma.,Claim
3525,AbstRCT_glaucoma_12750084,"Trabeculectomy with postoperative 5-FU can probably provides lower IOPs but, with more numerous complications, greater discomfort, and more intensive postoperative management.",Claim
3526,AbstRCT_glaucoma_19336424,Latanoprost reduced IOP (mean (SD)) by 8.4 (3.8) mm Hg and bimatoprost by 8.9 (3.9) mm Hg from a baseline of 25.2 (3.6) mm Hg and 25.2 (3.6) mm Hg respectively (p = 0.23).,Premise
3527,AbstRCT_glaucoma_19336424,"however there were twice as many reports of an adverse event in the bimatoprost group (81%) compared with the latanoprost group (40%, p<0.01).",Premise
3528,AbstRCT_glaucoma_19336424,22 subjects (37.9%) treated with bimatoprost experienced ocular hyperaemia as compared with 13 subjects (22.4%) treated with latanoprost (p = 0.11).,Premise
3529,AbstRCT_glaucoma_19336424,Bimatoprost once daily was similarly effective in reducing IOP compared with latanoprost once daily in subjects with chronic PACG.,Claim
3530,AbstRCT_glaucoma_19336424,Both drugs were well tolerated with mild ocular adverse events.,Claim
3531,AbstRCT_glaucoma_19336424,Adverse events were mild in both groups;,Premise
3532,AbstRCT_glaucoma_12908569,It has a safe systemic profile with minimum effect on the heart.,Claim
3533,AbstRCT_glaucoma_12908569,The IOP readings after treatment were significantly lower than their baseline levels in both groups at all visits (p < 0.001).,Premise
3534,AbstRCT_glaucoma_12908569,"At baseline, the mean IOP was 24.48 +/- 2.29 mmHg in the brimonidine group and 23.32 +/- 0.82 mmHg in the timolol group.",Premise
3535,AbstRCT_glaucoma_12908569,"At peak, the mean decreases from the baseline IOP ranged from 5.22 +/- 0.30 mmHg to 6.96 +/- 0.33 mmHg for brimonidine and from 4.55 +/- 0.49 mmHg to 6.64 +/- 0.53 mmHg for timolol.",Premise
3536,AbstRCT_glaucoma_12908569,"At trough, the mean decreases from baseline ranged from 3.72 +/- 0.32 mmHg to 4.55 +/- 0.32 mmHg for brimonidine and 3.82 +/- 0.52 mmHg to 4.27 +/- 0.51 mmHg for timolol.",Premise
3537,AbstRCT_glaucoma_12908569,"The clinical success rate was 86.2% in the brimonidine group and 81.8% in the timolol group, making no statistically significant difference between them (p = 0.817).",Premise
3538,AbstRCT_glaucoma_12908569,17.2% of patients in brimonidine group and 9.0% patients in timolol group reported mild adverse events.,Premise
3539,AbstRCT_glaucoma_12908569,Ocular allergy occurred in 10.3% of patients in brimonidine group.,Premise
3540,AbstRCT_glaucoma_12908569,"No significant changes in visual acuity, biomicroscopy or ophthalmoscopy were observed in both groups.",Premise
3541,AbstRCT_glaucoma_12908569,Mean systolic and diastolic blood pressure remained relatively stable in both groups,Premise
3542,AbstRCT_glaucoma_12908569,Patients receiving timolol experienced statistically significant mean heart rate decreases from baseline (p = 0.020) in week 4.,Premise
3543,AbstRCT_glaucoma_12908569,"Topically applied twice daily for one month, brimonidine tartrate 0.2% has clinical effectiveness equivalent to timolol 0.5% in Taiwanese patients with glaucoma.",Claim
3544,AbstRCT_glaucoma_12908569,The mean heart rate in the brimonidine group was relatively unchanged over the study period.,Premise
3545,AbstRCT_glaucoma_12908569,except in week 2 (p = 0.016) when brimonidine had lower systolic blood pressure.,Premise
3546,AbstRCT_glaucoma_28178150,"eyes in the SLT and the travoprost groups achieved a significant reduction in IOP compared with the baseline IOP values (-3.7 mm Hg [P = 0.002] vs -4.1 mm Hg [P < 0.001], respectively).",Premise
3547,AbstRCT_glaucoma_28178150,"Ninety-six percent of NTG eyes in the travoprost group, and 82% of eyes in the SLT group had IOP fluctuations <3 mm Hg (P = 0.01).",Premise
3548,AbstRCT_glaucoma_28178150,"Success in fluctuation reduction was 75% and 92% for the SLT and travoprost groups, respectively (P = 0.005).",Premise
3549,AbstRCT_glaucoma_28178150,the SLT's effect was significant only during the nighttime.,Claim
3550,AbstRCT_glaucoma_28178150,"The effect of travoprost on IOP reduction in POAG and NTG patients was significant both during the daytime and the nighttime,",Claim
3551,AbstRCT_glaucoma_28178150,Both travoprost and SLT can significantly reduce the IOP in patients with POAG and NTG.,Claim
3552,AbstRCT_glaucoma_28178150,"travoprost better controls IOP fluctuations than SLT, especially during the daytime.",Claim
3553,AbstRCT_glaucoma_15177955,Mitomycin C did not increase the short- or intermediate-term success rates of Ahmed Glaucoma Valve implantation.,Claim
3554,AbstRCT_glaucoma_15177955,"After a mean follow-up of 12.3 months, Kaplan-Meier survival analysis showed a probability of success of 59% at 18 months for the MMC group and 61% for the control group when the first criterion for success was used (IOP between 6 and 21 mmHg).",Premise
3555,AbstRCT_glaucoma_15177955,"When an IOP reduction of at least 30% was used as the criterion to define success, the Kaplan-Meier survival analysis demonstrated a probability of success at 18 months of 62% for the MMC group and 67% for the control group.",Premise
3556,AbstRCT_glaucoma_15177955,"There were no significant differences in survival rates between the 2 groups with either criterion (P = 0.75 and P = 0.37, respectively).",Premise
3557,AbstRCT_glaucoma_15177955,"After 15 days postoperatively, the mean IOP did not significantly differ for both MMC and control eyes.",Premise
3558,AbstRCT_glaucoma_15177955,Mean numbers of postoperative antiglaucoma medications were similar in MMC-treated eyes and controls.,Premise
3559,AbstRCT_glaucoma_15177955,There was no significant difference between the incidences of postoperative complications in both groups.,Premise
3560,AbstRCT_glaucoma_19900212,Decreases in mean diurnal IOP from baseline were significantly greater for latanoprost than for non-PGs at months 6 and 12 (p < 0.01).,Premise
3561,AbstRCT_glaucoma_19900212,No serious adverse events were judged to be treatment-related,Premise
3562,AbstRCT_glaucoma_19900212,Mean total 36-month direct costs were similar in patients initiated with latanoprost and non-PGs.,Premise
3563,AbstRCT_glaucoma_19900212,Patients who failed previous monotherapy remained on therapy longer when switched to latanoprost.,Premise
3564,AbstRCT_glaucoma_19900212,The IOP-reducing effect of latanoprost and tolerability were sustained over the long term.,Claim
3565,AbstRCT_glaucoma_19900212,Resource utilization and costs were generally similar in those initiating latanoprost or non-PG therapy.,Claim
3566,AbstRCT_glaucoma_11020403,"With a mean follow-up of 9.7 months, the trabeculectomy group had statistically lower intraocular pressures at weeks 6 to 15 (12.6 mm Hg vs 16.4 mm Hg) and months 11 to 13 (11.4 mm Hg vs 17.2 mm Hg) than the Ahmed implant group.",Premise
3567,AbstRCT_glaucoma_11020403,"Compared with preoperative status, no statistically significant differences between groups were noted for visual acuity, visual field, lens status, and final anterior chamber depth.",Premise
3568,AbstRCT_glaucoma_11020403,The cumulative probabilities of success (intraocular pressure <21 mm Hg and at least 15% reduction in intraocular pressure from preoperative level) were 83.6% for trabeculectomy and 88.1% for Ahmed implant (P =.43).,Premise
3569,AbstRCT_glaucoma_11020403,the Ahmed implant group had a greater adjunctive medication requirement.,Premise
3570,AbstRCT_glaucoma_11020403,"On the last visit, 10 of the trabeculectomy eyes and 19 of the Ahmed implant eyes required at least one topical medication (P =.01).",Premise
3571,AbstRCT_glaucoma_11020403,Lower mean intraocular pressures were noted for the trabeculectomy group.,Premise
3572,AbstRCT_glaucoma_11020403,"All other results, including success (as defined in this study) and frequency of complications, were comparable between the two groups.",Premise
3573,AbstRCT_glaucoma_11020403,There was no statistically significant difference in the rate of complications between the two groups.,Premise
3574,AbstRCT_glaucoma_22344189,"At the last follow-up visit, mean pre-operative IOP decreased from 31.1 (± 14.2) to 16.2 (± 1.5) mm Hg after trabeculectomy, and from 28.1 (± 9.0) to 15.7 (± 1.8) mm Hg after Ex-PRESS implantation (P=0.001).",Premise
3575,AbstRCT_glaucoma_22344189,The mean number of anti-glaucoma medicines prescribed at the last follow-up decreased from 3.7 pre-operatively (both groups) to 0.9 after trabeculectomy vs 0.3 after Ex-PRESS implantation (P=0.001).,Premise
3576,AbstRCT_glaucoma_22344189,Complete success rates (5<IOP<18 mm Hg without medications) were higher with Ex-PRESS compared with trabeculectomy (P=0.0024).,Premise
3577,AbstRCT_glaucoma_22344189,"Postoperative complications were more frequent after trabeculectomy (33%) compared with Ex-PRESS (20%), with four trabeculectomy eyes (27%) needing postoperative interventions, compared with none with Ex-PRESS.",Premise
3578,AbstRCT_glaucoma_22344189,"Trabeculectomy and Ex-PRESS implantation provided similar IOP control,",Claim
3579,AbstRCT_glaucoma_22344189,"the Ex-PRESS group had a lower rate of complications, fewer postoperative interventions, and needed less glaucoma medications.",Claim
3580,AbstRCT_glaucoma_12644943,the intent-to-treat analysis did not demonstrate a statistically significant reduction in the conversion rate in the betaxolol-treated group.,Claim
3581,AbstRCT_glaucoma_12644943,"Sixteen (13.2%) of 121 patients in the placebo group converted to glaucoma, compared with 12 (9.0%) of 134 patients in the betaxolol group.",Premise
3582,AbstRCT_glaucoma_12644943,The intent-to-treat analysis demonstrated no evidence of any difference in conversion rates between the betaxolol and placebo groups after 3 years.,Premise
3583,AbstRCT_glaucoma_12644943,Visual field survival analysis demonstrated no significant difference between the betaxolol and placebo groups.,Premise
3584,AbstRCT_glaucoma_12644943,The betaxolol-treated group had significantly lower post-treatment IOP values.,Premise
3585,AbstRCT_glaucoma_12644943,Converters had significantly higher pre- and post-treatment IOP values than non-converters.,Premise
3586,AbstRCT_glaucoma_12644943,Betaxolol significantly lowered the IOP level compared with placebo.,Premise
3587,AbstRCT_glaucoma_12644943,Conversion to glaucoma was found to be related to both the baseline and post-treatment IOP levels.,Premise
3588,AbstRCT_glaucoma_18164068,"Cumulative successes in the Ahmed group were 0.73 at 1 year and 0.62 at 2 years, whereas cumulative successes in the Baerveldt group were 0.92 at 1 year and 0.85 at 2 years (Kaplan-Meier survival functions: P = 0.03, log rank test).",Premise
3589,AbstRCT_glaucoma_18164068,"Male gender, African descent, neovascular glaucoma, and Ahmed implantation were found to be significant predictors of failure.",Claim
3590,AbstRCT_glaucoma_18164068,"At last follow-up visit, eyes in the Ahmed group had a significantly higher mean IOP (19.8+/-9.5 vs. 15.8+/-7.9 mmHg, P = 0.003, t test) and more antiglaucoma medications (1.4+/-1.2 vs. 0.9+/-1.1 medications, P = 0.008, Mann-Whitney test) than eyes in the Baerveldt group.",Premise
3591,AbstRCT_glaucoma_18164068,Our study suggests that the Ahmed S2 Glaucoma Valve may be less effective at lowering IOP than the Baerveldt 250-mm(2) Glaucoma Implant.,Claim
3592,AbstRCT_glaucoma_15598478,"A higher percentage of patients receiving the fixed combination had IOP decreases of 2 mm Hg on day 21 relative to baseline compared with latanoprost-treated patients (79.4% vs 51.4%, respectively; P < 0.001).",Premise
3593,AbstRCT_glaucoma_15598478,"PP analyses found that more patients in the fixed-combination group had IOP decreases >or=3, >or=4, or >or=5 mm Hg (for each target level, P < 0.001 vs latanoprost group) or final IOP 18 mm Hg (fixed -combination, 35.1%; latanoprost, 17.8%; P < 0.001).",Premise
3594,AbstRCT_glaucoma_15598478,"patients with an inadequate initial IOP response to latanoprost, switching to fixed-combination latanoprosttimolol resulted in a greater decrease in IOP and similar tolerability compared with continuing latanoprost therapy.",Claim
3595,AbstRCT_glaucoma_15598478,"Similar proportions of patients in the fixed-combination and latanoprost groups reported at least 1 treatment-emergent AE (10.9% and 12.1%, respectively).",Premise
3596,AbstRCT_glaucoma_15598478,Both treatments were well tolerated.,Claim
3597,AbstRCT_glaucoma_19243831,"Combined phacotrabeculectomy resulted in lower mean postoperative IOP than phacoemulsification alone at 3 months (14.0 vs 17.0 mmHg, P = 0.01), 15 months (13.2 vs 15.4 mmHg, P = 0.02), and 18 months (13.6 vs 15.9 mmHg, P = 0.01).",Premise
3598,AbstRCT_glaucoma_19243831,"Combined phacotrabeculectomy resulted in 1.25 fewer topical glaucoma drugs (P<0.001) in the 24-month postoperative period, compared with phacoemulsification alone.",Premise
3599,AbstRCT_glaucoma_19243831,"Combined surgery was associated with more postoperative complications (P<0.001) and more progression of optic neuropathy (P = 0.03), compared with phacoemulsification alone.",Premise
3600,AbstRCT_glaucoma_19243831,Combined phacotrabeculectomy with adjunctive mitomycin C is more effective than phacoemulsification alone in controlling IOP in medically uncontrolled CACG eyes with coexisting cataract.,Claim
3601,AbstRCT_glaucoma_19243831,Combined phacotrabeculectomy is associated with more postoperative complications.,Claim
3602,AbstRCT_glaucoma_10682964,"Brinzolamide produced less ocular discomfort (burning/stinging) than timolol, and total carbonic anhydrase inhibition levels remained below that known to cause systemic side effects.",Claim
3603,AbstRCT_glaucoma_10682964,Brinzolamide produced significant and equivalent reductions in intraocular pressure when dosed two and three times daily for 18 months.,Claim
3604,AbstRCT_glaucoma_10682964,"Brinzolamide was safe and well tolerated by patients, with minimal ocular discomfort.",Claim
3605,AbstRCT_glaucoma_10682964,Mean changes in intraocular pressure trough measurements ranged from -2.7 to -3.9 mm Hg with brinzolamide twice-daily dosing and -2.8 to -3.8 mm Hg three times daily dosing compared with -4.7 to -5.6 mm Hg with timolol.,Premise
3606,AbstRCT_glaucoma_10682964,Oral carbonic anhydrase inhibitors used to treat glaucoma have significant systemic side effects.,MajorClaim
3607,AbstRCT_glaucoma_10682964,All regimens produced clinically relevant and statistically significant (P<.05) intraocular pressure reductions from baseline.,Premise
3608,AbstRCT_glaucoma_10682964,Adverse events were nonserious and resolved without sequelae.,Premise
3609,AbstRCT_glaucoma_10877373,Clinical success was 71% (75/106) with brimonidine and 70% (73/105) with timolol as initial treatment.,Premise
3610,AbstRCT_glaucoma_10877373,The overall mean decrease in IOP was 6.5 mm Hg with brimonidine and 6.2 mm Hg with timolol.,Premise
3611,AbstRCT_glaucoma_10877373,Few patients reported a specific adverse event,Premise
3612,AbstRCT_glaucoma_10877373,"with the exception of a slightly higher rate of ocular burning and stinging in the brimonidine group, there were no significant between-group differences.",Premise
3613,AbstRCT_glaucoma_10877373,No significant chronotropic effects on the heart were seen with brimonidine,Premise
3614,AbstRCT_glaucoma_10877373,small but significant mean decreases in heart rate were seen at months 1 and 4 with timolol.,Premise
3615,AbstRCT_glaucoma_10877373,Mean systolic and diastolic blood pressure remained relatively stable in both groups.,Premise
3616,AbstRCT_glaucoma_10877373,"Quality of life remained stable, with no significant between-group differences.",Premise
3617,AbstRCT_glaucoma_10877373,"As a first-line agent for the treatment of glaucoma and ocular hypertension, brimonidine has clinical effectiveness equivalent to timolol, but with less chronotropic effect on the heart.",Claim
3618,AbstRCT_glaucoma_10877373,Brimonidine is a viable alternative to timolol for first-line therapy in glaucoma and ocular hypertension.,MajorClaim
3619,AbstRCT_glaucoma_21035866,This study suggests that there was no benefit of Nd:YAG LPI in preventing progression from PDS with OHT to PG within 3 years of follow-up.,Claim
3620,AbstRCT_glaucoma_21035866,neodymium:yttrium-aluminum-garnet (Nd:YAG) laser peripheral iridotomy (LPI) significantly reduces the incidence of conversion from pigment dispersion syndrome (PDS) with ocular hypertension (OHT) to pigmentary glaucoma (PG).,MajorClaim
3621,AbstRCT_glaucoma_21035866,Eight eyes (15%) in the laser group and 3 eyes (6%) in the control group converted to glaucoma in the study period.,Premise
3622,AbstRCT_glaucoma_21035866,The proportion of eyes started on medical treatment was similar in the 2 groups: 8 eyes (15%) in the laser group and 9 eyes (17%) in the control group.,Premise
3623,AbstRCT_glaucoma_21035866,Survival analyses showed no evidence of any difference in time to VF progression or commencement of topical therapy between the 2 groups.,Claim
3624,AbstRCT_glaucoma_21035866,Cataract extraction was performed on 1 patient in the laser group and in 1 patient in the control group during the study period (laser eye at 18 months; control eye at 34 months).,Premise
3625,AbstRCT_glaucoma_21921953,"Our results suggest that OLO implant could be a new, safe, and effective alternative to MMC, with similar long-term success rate.",Claim
3626,AbstRCT_glaucoma_21921953,No adverse reaction to OLO was noted.,Premise
3627,AbstRCT_glaucoma_21921953,"One-day postoperatively, the IOP dropped to 5.2 (±3.5) and 9.2 (±5.5) mm Hg, respectively (P=0.009).",Premise
3628,AbstRCT_glaucoma_21921953,"The IOP reduction was significant at end point in all groups (P=0.01), with a mean IOP of 16.0 (±2.9) and 16.5 (±2.1) mm Hg in MMC and OLO, respectively.",Premise
3629,AbstRCT_glaucoma_21921953,The rates and Kaplan-Meier curves did not differ for both complete and qualified success at any target IOP.,Premise
3630,AbstRCT_glaucoma_21921953,The bleb height in OLO group was higher than MMC one (P<0.05).,Premise
3631,AbstRCT_glaucoma_21921953,"SD-OCT analysis of successful/unsuccessful bleb in patients with or without complete success at IOP =17  mm Hg indicated a sensitivity of 83% and 73% and a specificity of 75% and 67%, respectively, for MMC and OLO groups.",Premise
3632,AbstRCT_glaucoma_14982045,The dorzolamide/timolol combination and latanoprost were equally effective at lowering IOP.,Claim
3633,AbstRCT_glaucoma_14982045,"At baseline, the mean daytime diurnal IOP was 26.1 mmHg in the dorzolamide/timolol combination group versus 25.6 mmHg in the latanoprost group in Study 1, and 25.3 mmHg in the dorzolamide/timolol combination group versus 24.7 mmHg in the latanoprost group in Study 2.",Premise
3634,AbstRCT_glaucoma_14982045,"After 3 months, the mean daytime diurnal IOP was 18.9 mmHg for the dorzolamide/timolol combination versus 18.4 mmHg for latanoprost in Study 1, and 17.4 mmHg for the dorzolamide/timolol combination versus 17.5 for latanoprost in Study 2.",Premise
3635,AbstRCT_glaucoma_14982045,"The difference between treatments in mean IOP change at 3 months was -0.04 mmHg [95% confidence interval (CI) -0.85, 0.77] in Study 1, and -0.57 mmHg (95% CI -1.31, 0.16) in Study 2.",Premise
3636,AbstRCT_glaucoma_14982045,"Both treatments were well tolerated over 3 months,",Claim
3637,AbstRCT_glaucoma_14982045,"The probability that the true difference lay between -1.5 and 1.5 mmHg, the predefined bounds for equivalence, was >0.950 in both studies.",Premise
3638,AbstRCT_glaucoma_14982045,although ocular stinging occurred more frequently with the dorzolamide/timolol combination.,Premise
3639,AbstRCT_glaucoma_20472226,"In eyes with synechial primary angle-closure or primary angle-closure glaucoma, both iridotomy alone or combined with iridoplasty provide a significant and equivalent reduction in IOP.",Claim
3640,AbstRCT_glaucoma_20472226,IOP was reduced from 24.66 +/- 13.76 mm Hg to 19.03 +/- 6.21 mm Hg in the iridotomy group (P < .001) and from 27.96 +/- 13.06 mm Hg to 20.45 +/- 7.26 mm Hg in the iridotomy plus iridoplasty group (P < .001).,Premise
3641,AbstRCT_glaucoma_20472226,Extent of peripheral anterior synechiae was decreased by 1 more clock-hour after iridoplasty compared with that after iridotomy in the iridotomy plus iridoplasty group (P < .001).,Premise
3642,AbstRCT_glaucoma_20472226,"There was no significant difference in IOP, medications, need for surgery, or visual function between groups at the 1-year visit.",Premise
3643,AbstRCT_glaucoma_20472226,"There is also a possible reduction in peripheral anterior synechiae, more so in the iridoplasty group.",Claim
3644,AbstRCT_glaucoma_15474813,the complication rate was lower in the viscocanalostomy group.,Claim
3645,AbstRCT_glaucoma_15474813,"At 3 years, the mean IOP was 16.0 mmHg +/- 7.07 (SD) in the trabeculectomy group and 17.8 +/- 4.6 mmHg in the viscocanalostomy group (P=.694).",Premise
3646,AbstRCT_glaucoma_15474813,"Complete success (IOP 6 to 21 mm Hg without medication) was achieved in 66.2% of eyes at 6 months and 55.1% at 3 years in the trabeculectomy group and in 52.9% and 35.3%, respectively, in the viscocanalostomy group (P>.05).",Premise
3647,AbstRCT_glaucoma_15474813,"Qualified success (IOP 6 to 21 mmHg with medication) was achieved in 95.8% of eyes at 6 months and 79.2% at 3 years in the trabeculectomy group and in 90.7% and 73.9%, respectively, in the viscocanalostomy group (P>.05).",Premise
3648,AbstRCT_glaucoma_15474813,Postoperative hypotony and cataract formation occurred more frequently in the trabeculectomy group than in the viscocanalostomy group (P=.002).,Premise
3649,AbstRCT_glaucoma_15474813,Primary trabeculectomy lowered IOP more than viscocanalostomy in POAG patients.,Claim
3650,AbstRCT_glaucoma_12383808,A target IOP of 21 mm Hg at 6 months was achieved in 53 of 56 (95%) eyes in the 5-FU group and 54 of 57 (95%) eyes in the MMC group (P = 1.00).,Premise
3651,AbstRCT_glaucoma_12383808,"At 12 months, 45 of 48 (94%) eyes in the 5-FU group met a target IOP of 21 mm Hg while 48 of 54 (89%) eyes in the MMC group did (P =.49).",Premise
3652,AbstRCT_glaucoma_12383808,The most common complications in each group were persistent choroidal effusions and bleb leak.,Premise
3653,AbstRCT_glaucoma_12383808,Our study suggests that intraoperative topical 5-FU is at least as effective as intraoperative topical MMC in reducing IOP of eyes undergoing primary trabeculectomy.,Claim
3654,AbstRCT_glaucoma_9034838,"Latanoprost 0.005% once daily reduced IOP (+/- SEM) more effectively than latanoprost 0.0015% twice daily (9.8 +/- 0.9 mm Hg and 6.7 +/- 0.9 mm Hg, respectively).",Premise
3655,AbstRCT_glaucoma_9034838,"There was a statistically significant increase in the aqueous humour protein concentration within the timolol group (P = 0.004), but not within the latanoprost group (P = 0.97).",Premise
3656,AbstRCT_glaucoma_9034838,No statistically significant difference in conjunctival hyperemia between the two latanoprost regimens was found (P = 0.37).,Premise
3657,AbstRCT_glaucoma_9034838,There was no difference in hyperemia between the two regimens.,Claim
3658,AbstRCT_glaucoma_9034838,Both concentrations of latanoprost reduced IOP at least as well as timolol 0.5% eye drops.,Claim
3659,AbstRCT_glaucoma_9034838,Latanoprost 0.005% once daily reduced IOP more effectively than latanoprost 0.0015% twice daily (P < 0.001).,Premise
3660,AbstRCT_glaucoma_9034838,There was no statistically significant difference in the change in aqueous humour protein concentration from baseline between latanoprost and timolol groups (P = 0.08).,Premise
3661,AbstRCT_glaucoma_9034838,Latanoprost had no statistically or clinically significant effect on the blood-aqueous barrier.,Claim
3662,AbstRCT_glaucoma_20828829,"At 1 year, IOP in both treatment groups was statistically significantly lower from baseline values.",Premise
3663,AbstRCT_glaucoma_20828829,Sixty-six percent of treatment eyes versus 48% of control eyes achieved =20% IOP reduction without medication (P = 0.003).,Premise
3664,AbstRCT_glaucoma_20828829,The overall incidence of adverse events was similar between groups with no unanticipated adverse device effects.,Premise
3665,AbstRCT_glaucoma_20828829,"Pressure reduction on fewer medications was clinically and statistically significantly better 1 year after stent plus cataract surgery versus cataract surgery alone, with an overall safety profile similar to that of cataract surgery alone.",Claim
3666,AbstRCT_glaucoma_12470755,Both agents were safe and well tolerated.,Claim
3667,AbstRCT_glaucoma_12470755,"Over an 8-week period, latanoprost 0.005% once daily lowered IOP more than unoprostone 0.15% twice daily in patients with elevated IOP.",Claim
3668,AbstRCT_glaucoma_12470755,"The change in the mean +/- SD of the IOPs measured at 8:00 AM, 12 noon, and 4:00 PM was -7.2 +/- 3.2 mm Hg (28%) for latanoprost (25.3 +/- 2.8 mm Hg at baseline to 18.2 +/- 2.8 mm Hg at 8 weeks) and -3.9 +/- 2.6 mm Hg (15%) for unoprostone (25.5 +/- 3.3 mm Hg at baseline to 21.6 +/- 4.0 mm Hg; P <or=.001.",Premise
3669,AbstRCT_glaucoma_12470755,No serious adverse event related to either medication was reported.,Premise
3670,AbstRCT_glaucoma_8628543,"Diurnal IOP (9:00 am, 1:00 pm, 5:00 pm) was reduced from 25.2 to 16.7 mmHg (33.7%) with lantanoprost and from 25.4 to 17.1 mmHg (32.7%) with timolol as determined at the end of the 6-month treatment period.",Premise
3671,AbstRCT_glaucoma_8628543,Latanoprost caused a somewhat more conjunctival hyperemia than timolol and more corneal punctuate epithelial erosions.,Premise
3672,AbstRCT_glaucoma_8628543,both drugs were generally well tolerated.,Premise
3673,AbstRCT_glaucoma_8628543,The most significant side effect of latanoprost was increased pigmentation of the iris which was observed in 15 patients (10.1%).,Premise
3674,AbstRCT_glaucoma_8628543,Timolol caused more systemic side effects than latanoprost.,Claim
3675,AbstRCT_glaucoma_8628543,Latanoprost 0.005% administered once daily in the evening reduced IOP at least as well as timolol 0.5% administered twice daily.,Claim
3676,AbstRCT_glaucoma_8628543,Latanoprost was generally well tolerated systemically and in the eye.,Claim
3677,AbstRCT_glaucoma_19123151,"The mean IOP reduction was significantly greater in the BTFC group than in the LTFC group (-21.4% vs -13.7%, p<0.001).",Premise
3678,AbstRCT_glaucoma_19123151,A higher percentage of patients in the BTFC group showed a mean IOP reduction from baseline >or=15% (72.3% vs 40.0%) and >or=20% (61.7% vs 17.1%) compared to patients in the LTFC group.,Premise
3679,AbstRCT_glaucoma_19123151,Both BTFC and LTFC were more effective versus the monotherapy with prostaglandin analogues.,Claim
3680,AbstRCT_glaucoma_19123151,BTFC demonstrated higher performance than LTFC in terms of relative IOP reduction.,Claim
3681,AbstRCT_glaucoma_11730649,Travoprost produced clinically relevant and statistically significant additional intraocular pressure reductions from baseline when used adjunctively with timolol in subjects with open-angle glaucoma or ocular hypertension.,Claim
3682,AbstRCT_glaucoma_11730649,Mean baseline values (25 mm Hg) for subjects at eligibility (while maintained on timolol) were not significantly different (P <.0001) among the treatment groups.,Premise
3683,AbstRCT_glaucoma_11730649,"The intraocular pressure was lowered an additional -5.7 to -7.2 mm Hg and -5.1 to -6.7 mm Hg in the travoprost 0.004% and 0.0015% concentrations, respectively.",Premise
3684,AbstRCT_glaucoma_11730649,These changes were significantly (P < or =.0001) different from the vehicle group (-1.3 to -2.8 mm Hg).,Premise
3685,AbstRCT_glaucoma_11730649,The intraocular pressure range on treatment at all visit times over the 6-month treatment period ranged from 17.9 to 19.2 mm Hg for travoprost 0.004% and 18.3 to 20.1 mm Hg for travoprost 0.0015% compared with 22.4 to 24.1 mm Hg for vehicle.,Premise
3686,AbstRCT_glaucoma_11730649,Average hyperemia scores ranged from trace to mild (mean 0.5 on a scale of 0 = none/trace; 1= mild; 2 = moderate; 3 = severe) for all treatment groups.,Premise
3687,AbstRCT_glaucoma_11730649,No iris pigmentation changes were observed in any patient during this study.,Premise
3688,AbstRCT_glaucoma_11730649,"There were no clinically or statistically significant changes from baseline in visual acuity, ocular cells and flare, fundus parameter, cup-to-disk ratio and visual field between the treatment groups.",Premise
3689,AbstRCT_glaucoma_11730649,There were no serious adverse events reported for any treatment group.,Premise
3690,AbstRCT_glaucoma_21573097,TMMC and T5-FU appeared to have similar efficacy in lowering IOP.,Claim
3691,AbstRCT_glaucoma_21573097,"Mean preoperative IOPs in the TMMC and T5-FU groups were 31.2 ± 9.8 and 30.6 ± 9.9 mmHg, respectively. Postoperatively, mean IOPs were 11.4 ± 4.9 and 13.6 ± 3.9 mmHg, respectively for TMMC and T5-FU groups after 6 months.",Premise
3692,AbstRCT_glaucoma_21573097,statistical tests showed no difference in mean and median IOP.,Premise
3693,AbstRCT_glaucoma_21573097,Three cases of hypotonia (IOP < 6 mmHg) and 1 case of epithelial keratitis were detected.,Premise
