,text_id,source_tokens,target_tokens,labels
2624,AbstRCT_glaucoma_19336424,Adverse events were mild in both groups;,Both drugs were well tolerated with mild ocular adverse events.,Support
2625,AbstRCT_glaucoma_19336424,"however there were twice as many reports of an adverse event in the bimatoprost group (81%) compared with the latanoprost group (40%, p<0.01).",Adverse events were mild in both groups;,Partial-Attack
2626,AbstRCT_glaucoma_19336424,Latanoprost reduced IOP (mean (SD)) by 8.4 (3.8) mm Hg and bimatoprost by 8.9 (3.9) mm Hg from a baseline of 25.2 (3.6) mm Hg and 25.2 (3.6) mm Hg respectively (p = 0.23).,Bimatoprost once daily was similarly effective in reducing IOP compared with latanoprost once daily in subjects with chronic PACG.,Support
2627,AbstRCT_glaucoma_19336424,22 subjects (37.9%) treated with bimatoprost experienced ocular hyperaemia as compared with 13 subjects (22.4%) treated with latanoprost (p = 0.11).,Both drugs were well tolerated with mild ocular adverse events.,Support
2628,AbstRCT_glaucoma_12908569,The mean heart rate in the brimonidine group was relatively unchanged over the study period.,It has a safe systemic profile with minimum effect on the heart.,Support
2629,AbstRCT_glaucoma_12908569,Patients receiving timolol experienced statistically significant mean heart rate decreases from baseline (p = 0.020) in week 4.,It has a safe systemic profile with minimum effect on the heart.,Support
2630,AbstRCT_glaucoma_12908569,except in week 2 (p = 0.016) when brimonidine had lower systolic blood pressure.,Mean systolic and diastolic blood pressure remained relatively stable in both groups,Partial-Attack
2631,AbstRCT_glaucoma_12908569,"No significant changes in visual acuity, biomicroscopy or ophthalmoscopy were observed in both groups.",It has a safe systemic profile with minimum effect on the heart.,Support
2632,AbstRCT_glaucoma_12908569,Ocular allergy occurred in 10.3% of patients in brimonidine group.,It has a safe systemic profile with minimum effect on the heart.,Support
2633,AbstRCT_glaucoma_12908569,Mean systolic and diastolic blood pressure remained relatively stable in both groups,"Topically applied twice daily for one month, brimonidine tartrate 0.2% has clinical effectiveness equivalent to timolol 0.5% in Taiwanese patients with glaucoma.",Support
2634,AbstRCT_glaucoma_12908569,17.2% of patients in brimonidine group and 9.0% patients in timolol group reported mild adverse events.,It has a safe systemic profile with minimum effect on the heart.,Support
2635,AbstRCT_glaucoma_12908569,"The clinical success rate was 86.2% in the brimonidine group and 81.8% in the timolol group, making no statistically significant difference between them (p = 0.817).","Topically applied twice daily for one month, brimonidine tartrate 0.2% has clinical effectiveness equivalent to timolol 0.5% in Taiwanese patients with glaucoma.",Support
2636,AbstRCT_glaucoma_12908569,"At trough, the mean decreases from baseline ranged from 3.72 +/- 0.32 mmHg to 4.55 +/- 0.32 mmHg for brimonidine and 3.82 +/- 0.52 mmHg to 4.27 +/- 0.51 mmHg for timolol.","Topically applied twice daily for one month, brimonidine tartrate 0.2% has clinical effectiveness equivalent to timolol 0.5% in Taiwanese patients with glaucoma.",Support
2637,AbstRCT_glaucoma_12908569,"At peak, the mean decreases from the baseline IOP ranged from 5.22 +/- 0.30 mmHg to 6.96 +/- 0.33 mmHg for brimonidine and from 4.55 +/- 0.49 mmHg to 6.64 +/- 0.53 mmHg for timolol.","Topically applied twice daily for one month, brimonidine tartrate 0.2% has clinical effectiveness equivalent to timolol 0.5% in Taiwanese patients with glaucoma.",Support
2638,AbstRCT_glaucoma_12908569,The IOP readings after treatment were significantly lower than their baseline levels in both groups at all visits (p < 0.001).,"Topically applied twice daily for one month, brimonidine tartrate 0.2% has clinical effectiveness equivalent to timolol 0.5% in Taiwanese patients with glaucoma.",Support
2639,AbstRCT_glaucoma_12908569,"At baseline, the mean IOP was 24.48 +/- 2.29 mmHg in the brimonidine group and 23.32 +/- 0.82 mmHg in the timolol group.","Topically applied twice daily for one month, brimonidine tartrate 0.2% has clinical effectiveness equivalent to timolol 0.5% in Taiwanese patients with glaucoma.",Support
2640,AbstRCT_glaucoma_28178150,"Success in fluctuation reduction was 75% and 92% for the SLT and travoprost groups, respectively (P = 0.005).","travoprost better controls IOP fluctuations than SLT, especially during the daytime.",Support
2641,AbstRCT_glaucoma_28178150,"Ninety-six percent of NTG eyes in the travoprost group, and 82% of eyes in the SLT group had IOP fluctuations <3 mm Hg (P = 0.01).","travoprost better controls IOP fluctuations than SLT, especially during the daytime.",Support
2642,AbstRCT_glaucoma_28178150,"eyes in the SLT and the travoprost groups achieved a significant reduction in IOP compared with the baseline IOP values (-3.7 mm Hg [P = 0.002] vs -4.1 mm Hg [P < 0.001], respectively).","The effect of travoprost on IOP reduction in POAG and NTG patients was significant both during the daytime and the nighttime,",Support
2643,AbstRCT_glaucoma_15177955,"After 15 days postoperatively, the mean IOP did not significantly differ for both MMC and control eyes.",Mitomycin C did not increase the short- or intermediate-term success rates of Ahmed Glaucoma Valve implantation.,Support
2644,AbstRCT_glaucoma_15177955,"There were no significant differences in survival rates between the 2 groups with either criterion (P = 0.75 and P = 0.37, respectively).",Mitomycin C did not increase the short- or intermediate-term success rates of Ahmed Glaucoma Valve implantation.,Support
2645,AbstRCT_glaucoma_15177955,"When an IOP reduction of at least 30% was used as the criterion to define success, the Kaplan-Meier survival analysis demonstrated a probability of success at 18 months of 62% for the MMC group and 67% for the control group.",Mitomycin C did not increase the short- or intermediate-term success rates of Ahmed Glaucoma Valve implantation.,Support
2646,AbstRCT_glaucoma_15177955,"After a mean follow-up of 12.3 months, Kaplan-Meier survival analysis showed a probability of success of 59% at 18 months for the MMC group and 61% for the control group when the first criterion for success was used (IOP between 6 and 21 mmHg).",Mitomycin C did not increase the short- or intermediate-term success rates of Ahmed Glaucoma Valve implantation.,Support
2647,AbstRCT_glaucoma_19900212,Mean total 36-month direct costs were similar in patients initiated with latanoprost and non-PGs.,Resource utilization and costs were generally similar in those initiating latanoprost or non-PG therapy.,Support
2648,AbstRCT_glaucoma_19900212,Decreases in mean diurnal IOP from baseline were significantly greater for latanoprost than for non-PGs at months 6 and 12 (p < 0.01).,The IOP-reducing effect of latanoprost and tolerability were sustained over the long term.,Support
2649,AbstRCT_glaucoma_22344189,"Postoperative complications were more frequent after trabeculectomy (33%) compared with Ex-PRESS (20%), with four trabeculectomy eyes (27%) needing postoperative interventions, compared with none with Ex-PRESS.","the Ex-PRESS group had a lower rate of complications, fewer postoperative interventions, and needed less glaucoma medications.",Support
2650,AbstRCT_glaucoma_22344189,Complete success rates (5<IOP<18 mm Hg without medications) were higher with Ex-PRESS compared with trabeculectomy (P=0.0024).,"Trabeculectomy and Ex-PRESS implantation provided similar IOP control,",Partial-Attack
2651,AbstRCT_glaucoma_22344189,The mean number of anti-glaucoma medicines prescribed at the last follow-up decreased from 3.7 pre-operatively (both groups) to 0.9 after trabeculectomy vs 0.3 after Ex-PRESS implantation (P=0.001).,"the Ex-PRESS group had a lower rate of complications, fewer postoperative interventions, and needed less glaucoma medications.",Support
2652,AbstRCT_glaucoma_22344189,"At the last follow-up visit, mean pre-operative IOP decreased from 31.1 (± 14.2) to 16.2 (± 1.5) mm Hg after trabeculectomy, and from 28.1 (± 9.0) to 15.7 (± 1.8) mm Hg after Ex-PRESS implantation (P=0.001).","Trabeculectomy and Ex-PRESS implantation provided similar IOP control,",Support
2653,AbstRCT_glaucoma_12644943,"Sixteen (13.2%) of 121 patients in the placebo group converted to glaucoma, compared with 12 (9.0%) of 134 patients in the betaxolol group.",the intent-to-treat analysis did not demonstrate a statistically significant reduction in the conversion rate in the betaxolol-treated group.,Support
2654,AbstRCT_glaucoma_12644943,The intent-to-treat analysis demonstrated no evidence of any difference in conversion rates between the betaxolol and placebo groups after 3 years.,the intent-to-treat analysis did not demonstrate a statistically significant reduction in the conversion rate in the betaxolol-treated group.,Support
2655,AbstRCT_glaucoma_18164068,"Cumulative successes in the Ahmed group were 0.73 at 1 year and 0.62 at 2 years, whereas cumulative successes in the Baerveldt group were 0.92 at 1 year and 0.85 at 2 years (Kaplan-Meier survival functions: P = 0.03, log rank test).",Our study suggests that the Ahmed S2 Glaucoma Valve may be less effective at lowering IOP than the Baerveldt 250-mm(2) Glaucoma Implant.,Support
2656,AbstRCT_glaucoma_18164068,"At last follow-up visit, eyes in the Ahmed group had a significantly higher mean IOP (19.8+/-9.5 vs. 15.8+/-7.9 mmHg, P = 0.003, t test) and more antiglaucoma medications (1.4+/-1.2 vs. 0.9+/-1.1 medications, P = 0.008, Mann-Whitney test) than eyes in the Baerveldt group.",Our study suggests that the Ahmed S2 Glaucoma Valve may be less effective at lowering IOP than the Baerveldt 250-mm(2) Glaucoma Implant.,Support
2657,AbstRCT_glaucoma_15598478,"Similar proportions of patients in the fixed-combination and latanoprost groups reported at least 1 treatment-emergent AE (10.9% and 12.1%, respectively).",Both treatments were well tolerated.,Support
2658,AbstRCT_glaucoma_15598478,"PP analyses found that more patients in the fixed-combination group had IOP decreases >or=3, >or=4, or >or=5 mm Hg (for each target level, P < 0.001 vs latanoprost group) or final IOP 18 mm Hg (fixed -combination, 35.1%; latanoprost, 17.8%; P < 0.001).","patients with an inadequate initial IOP response to latanoprost, switching to fixed-combination latanoprosttimolol resulted in a greater decrease in IOP and similar tolerability compared with continuing latanoprost therapy.",Support
2659,AbstRCT_glaucoma_15598478,"A higher percentage of patients receiving the fixed combination had IOP decreases of 2 mm Hg on day 21 relative to baseline compared with latanoprost-treated patients (79.4% vs 51.4%, respectively; P < 0.001).","patients with an inadequate initial IOP response to latanoprost, switching to fixed-combination latanoprosttimolol resulted in a greater decrease in IOP and similar tolerability compared with continuing latanoprost therapy.",Support
2660,AbstRCT_glaucoma_19243831,"Combined surgery was associated with more postoperative complications (P<0.001) and more progression of optic neuropathy (P = 0.03), compared with phacoemulsification alone.",Combined phacotrabeculectomy is associated with more postoperative complications.,Support
2661,AbstRCT_glaucoma_19243831,"Combined phacotrabeculectomy resulted in 1.25 fewer topical glaucoma drugs (P<0.001) in the 24-month postoperative period, compared with phacoemulsification alone.",Combined phacotrabeculectomy with adjunctive mitomycin C is more effective than phacoemulsification alone in controlling IOP in medically uncontrolled CACG eyes with coexisting cataract.,Support
2662,AbstRCT_glaucoma_19243831,"Combined phacotrabeculectomy resulted in lower mean postoperative IOP than phacoemulsification alone at 3 months (14.0 vs 17.0 mmHg, P = 0.01), 15 months (13.2 vs 15.4 mmHg, P = 0.02), and 18 months (13.6 vs 15.9 mmHg, P = 0.01).",Combined phacotrabeculectomy with adjunctive mitomycin C is more effective than phacoemulsification alone in controlling IOP in medically uncontrolled CACG eyes with coexisting cataract.,Support
2663,AbstRCT_glaucoma_10682964,"Brinzolamide produced less ocular discomfort (burning/stinging) than timolol, and total carbonic anhydrase inhibition levels remained below that known to cause systemic side effects.","Brinzolamide was safe and well tolerated by patients, with minimal ocular discomfort.",Support
2664,AbstRCT_glaucoma_10682964,All regimens produced clinically relevant and statistically significant (P<.05) intraocular pressure reductions from baseline.,Brinzolamide produced significant and equivalent reductions in intraocular pressure when dosed two and three times daily for 18 months.,Support
2665,AbstRCT_glaucoma_10682964,Mean changes in intraocular pressure trough measurements ranged from -2.7 to -3.9 mm Hg with brinzolamide twice-daily dosing and -2.8 to -3.8 mm Hg three times daily dosing compared with -4.7 to -5.6 mm Hg with timolol.,Brinzolamide produced significant and equivalent reductions in intraocular pressure when dosed two and three times daily for 18 months.,Support
2666,AbstRCT_glaucoma_10682964,Adverse events were nonserious and resolved without sequelae.,"Brinzolamide was safe and well tolerated by patients, with minimal ocular discomfort.",Support
2667,AbstRCT_glaucoma_10877373,"Quality of life remained stable, with no significant between-group differences.","As a first-line agent for the treatment of glaucoma and ocular hypertension, brimonidine has clinical effectiveness equivalent to timolol, but with less chronotropic effect on the heart.",Support
2668,AbstRCT_glaucoma_10877373,"As a first-line agent for the treatment of glaucoma and ocular hypertension, brimonidine has clinical effectiveness equivalent to timolol, but with less chronotropic effect on the heart.",Brimonidine is a viable alternative to timolol for first-line therapy in glaucoma and ocular hypertension.,Support
2669,AbstRCT_glaucoma_10877373,Mean systolic and diastolic blood pressure remained relatively stable in both groups.,"As a first-line agent for the treatment of glaucoma and ocular hypertension, brimonidine has clinical effectiveness equivalent to timolol, but with less chronotropic effect on the heart.",Support
2670,AbstRCT_glaucoma_10877373,"with the exception of a slightly higher rate of ocular burning and stinging in the brimonidine group, there were no significant between-group differences.","As a first-line agent for the treatment of glaucoma and ocular hypertension, brimonidine has clinical effectiveness equivalent to timolol, but with less chronotropic effect on the heart.",Support
2671,AbstRCT_glaucoma_10877373,Few patients reported a specific adverse event,"As a first-line agent for the treatment of glaucoma and ocular hypertension, brimonidine has clinical effectiveness equivalent to timolol, but with less chronotropic effect on the heart.",Support
2672,AbstRCT_glaucoma_10877373,The overall mean decrease in IOP was 6.5 mm Hg with brimonidine and 6.2 mm Hg with timolol.,"As a first-line agent for the treatment of glaucoma and ocular hypertension, brimonidine has clinical effectiveness equivalent to timolol, but with less chronotropic effect on the heart.",Support
2673,AbstRCT_glaucoma_10877373,Clinical success was 71% (75/106) with brimonidine and 70% (73/105) with timolol as initial treatment.,"As a first-line agent for the treatment of glaucoma and ocular hypertension, brimonidine has clinical effectiveness equivalent to timolol, but with less chronotropic effect on the heart.",Support
2674,AbstRCT_glaucoma_10877373,No significant chronotropic effects on the heart were seen with brimonidine,"As a first-line agent for the treatment of glaucoma and ocular hypertension, brimonidine has clinical effectiveness equivalent to timolol, but with less chronotropic effect on the heart.",Support
2675,AbstRCT_glaucoma_10877373,small but significant mean decreases in heart rate were seen at months 1 and 4 with timolol.,"As a first-line agent for the treatment of glaucoma and ocular hypertension, brimonidine has clinical effectiveness equivalent to timolol, but with less chronotropic effect on the heart.",Support
2676,AbstRCT_glaucoma_21035866,Cataract extraction was performed on 1 patient in the laser group and in 1 patient in the control group during the study period (laser eye at 18 months; control eye at 34 months).,This study suggests that there was no benefit of Nd:YAG LPI in preventing progression from PDS with OHT to PG within 3 years of follow-up.,Support
2677,AbstRCT_glaucoma_21035866,The proportion of eyes started on medical treatment was similar in the 2 groups: 8 eyes (15%) in the laser group and 9 eyes (17%) in the control group.,This study suggests that there was no benefit of Nd:YAG LPI in preventing progression from PDS with OHT to PG within 3 years of follow-up.,Support
2678,AbstRCT_glaucoma_21921953,No adverse reaction to OLO was noted.,"Our results suggest that OLO implant could be a new, safe, and effective alternative to MMC, with similar long-term success rate.",Support
2679,AbstRCT_glaucoma_21921953,"SD-OCT analysis of successful/unsuccessful bleb in patients with or without complete success at IOP =17  mm Hg indicated a sensitivity of 83% and 73% and a specificity of 75% and 67%, respectively, for MMC and OLO groups.","Our results suggest that OLO implant could be a new, safe, and effective alternative to MMC, with similar long-term success rate.",Support
2680,AbstRCT_glaucoma_21921953,The bleb height in OLO group was higher than MMC one (P<0.05).,"Our results suggest that OLO implant could be a new, safe, and effective alternative to MMC, with similar long-term success rate.",Support
2681,AbstRCT_glaucoma_21921953,The rates and Kaplan-Meier curves did not differ for both complete and qualified success at any target IOP.,"Our results suggest that OLO implant could be a new, safe, and effective alternative to MMC, with similar long-term success rate.",Support
2682,AbstRCT_glaucoma_21921953,"The IOP reduction was significant at end point in all groups (P=0.01), with a mean IOP of 16.0 (±2.9) and 16.5 (±2.1) mm Hg in MMC and OLO, respectively.","Our results suggest that OLO implant could be a new, safe, and effective alternative to MMC, with similar long-term success rate.",Support
2683,AbstRCT_glaucoma_21921953,"One-day postoperatively, the IOP dropped to 5.2 (±3.5) and 9.2 (±5.5) mm Hg, respectively (P=0.009).","Our results suggest that OLO implant could be a new, safe, and effective alternative to MMC, with similar long-term success rate.",Support
2684,AbstRCT_glaucoma_14982045,although ocular stinging occurred more frequently with the dorzolamide/timolol combination.,"Both treatments were well tolerated over 3 months,",Partial-Attack
2685,AbstRCT_glaucoma_14982045,"The difference between treatments in mean IOP change at 3 months was -0.04 mmHg [95% confidence interval (CI) -0.85, 0.77] in Study 1, and -0.57 mmHg (95% CI -1.31, 0.16) in Study 2.",The dorzolamide/timolol combination and latanoprost were equally effective at lowering IOP.,Support
2686,AbstRCT_glaucoma_14982045,"After 3 months, the mean daytime diurnal IOP was 18.9 mmHg for the dorzolamide/timolol combination versus 18.4 mmHg for latanoprost in Study 1, and 17.4 mmHg for the dorzolamide/timolol combination versus 17.5 for latanoprost in Study 2.",The dorzolamide/timolol combination and latanoprost were equally effective at lowering IOP.,Support
2687,AbstRCT_glaucoma_14982045,"At baseline, the mean daytime diurnal IOP was 26.1 mmHg in the dorzolamide/timolol combination group versus 25.6 mmHg in the latanoprost group in Study 1, and 25.3 mmHg in the dorzolamide/timolol combination group versus 24.7 mmHg in the latanoprost group in Study 2.",The dorzolamide/timolol combination and latanoprost were equally effective at lowering IOP.,Support
2688,AbstRCT_glaucoma_14982045,"The probability that the true difference lay between -1.5 and 1.5 mmHg, the predefined bounds for equivalence, was >0.950 in both studies.","The difference between treatments in mean IOP change at 3 months was -0.04 mmHg [95% confidence interval (CI) -0.85, 0.77] in Study 1, and -0.57 mmHg (95% CI -1.31, 0.16) in Study 2.",Attack
2689,AbstRCT_glaucoma_14982045,"The probability that the true difference lay between -1.5 and 1.5 mmHg, the predefined bounds for equivalence, was >0.950 in both studies.","After 3 months, the mean daytime diurnal IOP was 18.9 mmHg for the dorzolamide/timolol combination versus 18.4 mmHg for latanoprost in Study 1, and 17.4 mmHg for the dorzolamide/timolol combination versus 17.5 for latanoprost in Study 2.",Attack
2690,AbstRCT_glaucoma_20472226,IOP was reduced from 24.66 +/- 13.76 mm Hg to 19.03 +/- 6.21 mm Hg in the iridotomy group (P < .001) and from 27.96 +/- 13.06 mm Hg to 20.45 +/- 7.26 mm Hg in the iridotomy plus iridoplasty group (P < .001).,"In eyes with synechial primary angle-closure or primary angle-closure glaucoma, both iridotomy alone or combined with iridoplasty provide a significant and equivalent reduction in IOP.",Support
2691,AbstRCT_glaucoma_20472226,Extent of peripheral anterior synechiae was decreased by 1 more clock-hour after iridoplasty compared with that after iridotomy in the iridotomy plus iridoplasty group (P < .001).,"There is also a possible reduction in peripheral anterior synechiae, more so in the iridoplasty group.",Support
2692,AbstRCT_glaucoma_15474813,Postoperative hypotony and cataract formation occurred more frequently in the trabeculectomy group than in the viscocanalostomy group (P=.002).,the complication rate was lower in the viscocanalostomy group.,Support
2693,AbstRCT_glaucoma_15474813,"Qualified success (IOP 6 to 21 mmHg with medication) was achieved in 95.8% of eyes at 6 months and 79.2% at 3 years in the trabeculectomy group and in 90.7% and 73.9%, respectively, in the viscocanalostomy group (P>.05).",Primary trabeculectomy lowered IOP more than viscocanalostomy in POAG patients.,Support
2694,AbstRCT_glaucoma_15474813,"Complete success (IOP 6 to 21 mm Hg without medication) was achieved in 66.2% of eyes at 6 months and 55.1% at 3 years in the trabeculectomy group and in 52.9% and 35.3%, respectively, in the viscocanalostomy group (P>.05).",Primary trabeculectomy lowered IOP more than viscocanalostomy in POAG patients.,Support
2695,AbstRCT_glaucoma_15474813,"At 3 years, the mean IOP was 16.0 mmHg +/- 7.07 (SD) in the trabeculectomy group and 17.8 +/- 4.6 mmHg in the viscocanalostomy group (P=.694).",Primary trabeculectomy lowered IOP more than viscocanalostomy in POAG patients.,Support
2696,AbstRCT_glaucoma_12383808,"At 12 months, 45 of 48 (94%) eyes in the 5-FU group met a target IOP of 21 mm Hg while 48 of 54 (89%) eyes in the MMC group did (P =.49).",Our study suggests that intraoperative topical 5-FU is at least as effective as intraoperative topical MMC in reducing IOP of eyes undergoing primary trabeculectomy.,Support
2697,AbstRCT_glaucoma_12383808,A target IOP of 21 mm Hg at 6 months was achieved in 53 of 56 (95%) eyes in the 5-FU group and 54 of 57 (95%) eyes in the MMC group (P = 1.00).,Our study suggests that intraoperative topical 5-FU is at least as effective as intraoperative topical MMC in reducing IOP of eyes undergoing primary trabeculectomy.,Support
2698,AbstRCT_glaucoma_9034838,Latanoprost 0.005% once daily reduced IOP more effectively than latanoprost 0.0015% twice daily (P < 0.001).,Both concentrations of latanoprost reduced IOP at least as well as timolol 0.5% eye drops.,Support
2699,AbstRCT_glaucoma_9034838,No statistically significant difference in conjunctival hyperemia between the two latanoprost regimens was found (P = 0.37).,There was no difference in hyperemia between the two regimens.,Support
2700,AbstRCT_glaucoma_9034838,"There was a statistically significant increase in the aqueous humour protein concentration within the timolol group (P = 0.004), but not within the latanoprost group (P = 0.97).",Latanoprost had no statistically or clinically significant effect on the blood-aqueous barrier.,Support
2701,AbstRCT_glaucoma_9034838,"Latanoprost 0.005% once daily reduced IOP (+/- SEM) more effectively than latanoprost 0.0015% twice daily (9.8 +/- 0.9 mm Hg and 6.7 +/- 0.9 mm Hg, respectively).",Both concentrations of latanoprost reduced IOP at least as well as timolol 0.5% eye drops.,Support
2702,AbstRCT_glaucoma_9034838,There was no statistically significant difference in the change in aqueous humour protein concentration from baseline between latanoprost and timolol groups (P = 0.08).,Latanoprost had no statistically or clinically significant effect on the blood-aqueous barrier.,Support
2703,AbstRCT_glaucoma_20828829,The overall incidence of adverse events was similar between groups with no unanticipated adverse device effects.,"Pressure reduction on fewer medications was clinically and statistically significantly better 1 year after stent plus cataract surgery versus cataract surgery alone, with an overall safety profile similar to that of cataract surgery alone.",Support
2704,AbstRCT_glaucoma_20828829,Sixty-six percent of treatment eyes versus 48% of control eyes achieved =20% IOP reduction without medication (P = 0.003).,"Pressure reduction on fewer medications was clinically and statistically significantly better 1 year after stent plus cataract surgery versus cataract surgery alone, with an overall safety profile similar to that of cataract surgery alone.",Support
2705,AbstRCT_glaucoma_20828829,"At 1 year, IOP in both treatment groups was statistically significantly lower from baseline values.","Pressure reduction on fewer medications was clinically and statistically significantly better 1 year after stent plus cataract surgery versus cataract surgery alone, with an overall safety profile similar to that of cataract surgery alone.",Support
2706,AbstRCT_glaucoma_12470755,No serious adverse event related to either medication was reported.,Both agents were safe and well tolerated.,Support
2707,AbstRCT_glaucoma_12470755,"The change in the mean +/- SD of the IOPs measured at 8:00 AM, 12 noon, and 4:00 PM was -7.2 +/- 3.2 mm Hg (28%) for latanoprost (25.3 +/- 2.8 mm Hg at baseline to 18.2 +/- 2.8 mm Hg at 8 weeks) and -3.9 +/- 2.6 mm Hg (15%) for unoprostone (25.5 +/- 3.3 mm Hg at baseline to 21.6 +/- 4.0 mm Hg; P <or=.001.","Over an 8-week period, latanoprost 0.005% once daily lowered IOP more than unoprostone 0.15% twice daily in patients with elevated IOP.",Support
2708,AbstRCT_glaucoma_8628543,both drugs were generally well tolerated.,Latanoprost was generally well tolerated systemically and in the eye.,Support
2709,AbstRCT_glaucoma_8628543,"Diurnal IOP (9:00 am, 1:00 pm, 5:00 pm) was reduced from 25.2 to 16.7 mmHg (33.7%) with lantanoprost and from 25.4 to 17.1 mmHg (32.7%) with timolol as determined at the end of the 6-month treatment period.",Latanoprost 0.005% administered once daily in the evening reduced IOP at least as well as timolol 0.5% administered twice daily.,Support
2710,AbstRCT_glaucoma_19123151,"The mean IOP reduction was significantly greater in the BTFC group than in the LTFC group (-21.4% vs -13.7%, p<0.001).",BTFC demonstrated higher performance than LTFC in terms of relative IOP reduction.,Support
2711,AbstRCT_glaucoma_19123151,A higher percentage of patients in the BTFC group showed a mean IOP reduction from baseline >or=15% (72.3% vs 40.0%) and >or=20% (61.7% vs 17.1%) compared to patients in the LTFC group.,BTFC demonstrated higher performance than LTFC in terms of relative IOP reduction.,Support
2712,AbstRCT_glaucoma_11730649,Mean baseline values (25 mm Hg) for subjects at eligibility (while maintained on timolol) were not significantly different (P <.0001) among the treatment groups.,Travoprost produced clinically relevant and statistically significant additional intraocular pressure reductions from baseline when used adjunctively with timolol in subjects with open-angle glaucoma or ocular hypertension.,Support
2713,AbstRCT_glaucoma_11730649,"The intraocular pressure was lowered an additional -5.7 to -7.2 mm Hg and -5.1 to -6.7 mm Hg in the travoprost 0.004% and 0.0015% concentrations, respectively.",Travoprost produced clinically relevant and statistically significant additional intraocular pressure reductions from baseline when used adjunctively with timolol in subjects with open-angle glaucoma or ocular hypertension.,Support
2714,AbstRCT_glaucoma_11730649,These changes were significantly (P < or =.0001) different from the vehicle group (-1.3 to -2.8 mm Hg).,"The intraocular pressure was lowered an additional -5.7 to -7.2 mm Hg and -5.1 to -6.7 mm Hg in the travoprost 0.004% and 0.0015% concentrations, respectively.",Support
2715,AbstRCT_glaucoma_11730649,The intraocular pressure range on treatment at all visit times over the 6-month treatment period ranged from 17.9 to 19.2 mm Hg for travoprost 0.004% and 18.3 to 20.1 mm Hg for travoprost 0.0015% compared with 22.4 to 24.1 mm Hg for vehicle.,Travoprost produced clinically relevant and statistically significant additional intraocular pressure reductions from baseline when used adjunctively with timolol in subjects with open-angle glaucoma or ocular hypertension.,Support
2716,AbstRCT_glaucoma_21573097,statistical tests showed no difference in mean and median IOP.,TMMC and T5-FU appeared to have similar efficacy in lowering IOP.,Support
2717,AbstRCT_glaucoma_21573097,"Mean preoperative IOPs in the TMMC and T5-FU groups were 31.2 ± 9.8 and 30.6 ± 9.9 mmHg, respectively. Postoperatively, mean IOPs were 11.4 ± 4.9 and 13.6 ± 3.9 mmHg, respectively for TMMC and T5-FU groups after 6 months.",TMMC and T5-FU appeared to have similar efficacy in lowering IOP.,Support
2718,AbstRCT_glaucoma_20420586,Both treatments had a substantial IOP-lowering effect which persisted throughout the study (-7.1 mmHg for tafluprost and -7.7 mmHg for latanoprost at 24 months).,Tafluprost is a new effective and well-tolerated treatment for glaucoma and ocular hypertension.,Support
2719,AbstRCT_glaucoma_20420586,"this difference was clinically small and the noninferiority of tafluprost to latanoprost over all diurnal IOP measurements was shown with anova and almost reached with ancova (upper limits of the 95% confidence intervals 1.38 and 1.52 for the overall period, respectively).","the IOP-lowering effect during the study was slightly larger with latanoprost,",Partial-Attack
2720,AbstRCT_glaucoma_20420586,Both treatments had a substantial IOP-lowering effect which persisted throughout the study (-7.1 mmHg for tafluprost and -7.7 mmHg for latanoprost at 24 months).,"the IOP-lowering effect during the study was slightly larger with latanoprost,",Support
2721,AbstRCT_glaucoma_10599663,The overall success rates were 87% for the 350-mm2 group and 70% for the 500-mm2 group (P = 0.05).,The longer term results show that the 350-mm2 Baerveldt implant is more successful than the 500-mm2 implant for overall IOP control.,Support
2722,AbstRCT_glaucoma_10599663,"The life-table success rates declined over time for both implant groups, from a high of 98% for the 350-mm2 group and 92% for the 500-mm2 group at 1 year to a cumulative success rate of 79% for the 350-mm2 group and 66% for the 500-mm2 group at 5 years.","Interval comparisons indicate a higher rate of success for the 350-mm2 implant in the first, second, third, fourth, and fifth years of implantation.",Support
2723,AbstRCT_glaucoma_10599663,Visual acuities were better or remained the same in 50% of the patients in the 350-mm2 group and 46% of those in the 500-mm2 group.,The longer term results show that the 350-mm2 Baerveldt implant is more successful than the 500-mm2 implant for overall IOP control.,Support
2724,AbstRCT_glaucoma_11148810,Survival analysis showed a tendency but no statistically significant difference between treatment groups (P = 0.07).,"In this long-term study we found a tendency but failed to prove a beneficial effect of topical timolol treatment in patients with elevated IOP, normal visual fields and some additional risk factor.",Support
2725,AbstRCT_glaucoma_11148810,"IOP reduction was greater in eyes passing the 10-year visit without field loss (5.7 mmHg), than in those that reached an end-point (2.3 mmHg; P = 0.0002).","In this long-term study we found a tendency but failed to prove a beneficial effect of topical timolol treatment in patients with elevated IOP, normal visual fields and some additional risk factor.",Support
2726,AbstRCT_glaucoma_11148810,After 5 years of follow-up eight patients in the placebo group and five patients in the timolol group had developed glaucomatous field loss (NS);,"In this long-term study we found a tendency but failed to prove a beneficial effect of topical timolol treatment in patients with elevated IOP, normal visual fields and some additional risk factor.",Support
2727,AbstRCT_glaucoma_17601060,"Because the efficacy of both drugs was equivalent, with an identical safety profile,",the long-acting eye drops seem to be an efficacious formulation for clinical use in Japanese glaucoma patients.,Support
2728,AbstRCT_glaucoma_17601060,Intraocular pressure was significantly reduced during the entire follow-up period in both groups.,the long-acting eye drops seem to be an efficacious formulation for clinical use in Japanese glaucoma patients.,Support
